Country,League,home_team,away_team,home_score,away_score,season_year,first_half,second_half,home_team_goals_current_time,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals,away_team_goals_assist,home_team_yellow_card_why,away_team_yellow_card_why,home_team_red_card_why,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,expected_goals_xg_home,expected_goals_xg_away,Ball_Possession_Home,Ball_Possession_Away,Shots_on_Goal_Home,Shots_on_Goal_Away,Offsides_Home,Offsides_Away,Goalkeeper_Saves_Home,Goalkeeper_Saves_Away,Fouls_Home,Fouls_Away,Red_Cards_Home,Red_Cards_Away,Yellow_Cards_Home,Yellow_Cards_Away,Total_Passes_Home,Total_Passes_Away,resultado,diferencia_goles,total_goles,Mayor_Posesion,equipo_mas_amarillas,equipo_recibe_mas_tiros,portero_mas_paradas,minuto_gol_home,minuto_gol_away,equipo_marco_primero,equipo_ganador,anoto_primero_y_gano,save_ratio_home,save_ratio_away,equipo_mas_faltas,mas_faltas_perdio,gana_quien_mas_amarillas
Germany,Bundesliga,Bayern Munich,Stuttgart,4,0,2024/2025,0 - 0,4 - 0,"[""57'"", ""60'"", ""80'"", ""89'""]","['Kane H.', 'Kane H.', 'Kane H.', 'Coman K.']","['(Kimmich J.)', '-', '-', '-']",,,,,"['(Roughing)', '(Holding)']",,,"[""8'"", ""68'"", ""68'"", ""68'"", ""82'""]","['Palhinha J.', 'Laimer K.', 'Coman K.', 'Sane L.', 'Goretzka L.']","['Pavlovic A.', 'Guerreiro R.', 'Gnabry S.', 'Olise M.', 'Upamecano D.']","[""66'"", ""66'"", ""74'"", ""74'"", ""86'""]","['Millot E.', 'Mittelstadt M.', 'Woltemade N.', 'Toure E. B.', 'Chase A.']","['Demirovic E.', 'Hendriks R.', 'Leweling J.', 'Undav D.', 'Vagnoman J.']",3.27,0.4,66.0,34.0,10.0,1.0,2.0,2.0,1.0,6.0,6.0,10.0,0.0,0.0,0.0,2.0,699.0,360.0,local,4,4,local,visitante,visitante,visitante,57.0,,home,home,1,1.0,0.6,away,1,False
Germany,Bundesliga,B. Monchengladbach,Heidenheim,3,2,2024/2025,1 - 1,2 - 1,"[""22'"", ""62'"", ""75'""]","['Itakura K.', 'Kleindienst T.', 'Kleindienst T.']","['(Plea A.)', '(Plea A.)', '(Penalty)']","[""12'"", ""80'""]","['Scienza L.', 'Pieringer M.']","['(Schoppner J.)', '(Penalty)']","['(Tripping)', '(Holding)', '(Foul)']","['(Roughing)', '(Tripping)', '(Tripping)']",,,"[""81'"", ""81'"", ""85'"", ""90'"", ""90'""]","['Stoger K.', 'Cvancara T.', 'Sander P.', 'Neuhaus F.', 'Chiarodia F. C.']","['Hack R.', 'Honorat F.', 'Reitz R.', 'Plea A.', 'Scally J.']","[""59'"", ""68'"", ""68'"", ""81'"", ""81'""]","['Conteh S.', 'Kaufmann M.', 'Honsak M.', 'Schimmer S.', 'Kerber L.']","['Beck A.', 'Wanner P.', 'Scienza L.', 'Busch M.', 'Gimber B.']",3.13,1.69,66.0,34.0,10.0,6.0,0.0,2.0,4.0,7.0,15.0,9.0,0.0,0.0,3.0,3.0,523.0,257.0,local,1,5,local,igual,visitante,visitante,22.0,12.0,away,home,0,0.6666666666666666,0.7,home,0,False
Germany,Bundesliga,Bayer Leverkusen,Eintracht Frankfurt,2,1,2024/2025,1 - 1,1 - 0,"[""25'"", ""72'""]","['Andrich R.', 'Boniface V.']","['(Terrier M.)', '(Wirtz F.)']","[""16'""]",['Marmoush O.'],['(Penalty)'],"['(Tripping)', '(Roughing)']",['(Roughing)'],,,"[""64'"", ""64'"", ""80'"", ""80'""]","['Garcia A.', 'Wirtz F.', 'Schick P.', 'Tella N.']","['Adli A.', 'Terrier M.', 'Boniface V.', 'Frimpong J.']","[""71'"", ""71'"", ""79'"", ""79'"", ""82'""]","['Chaibi F.', 'Bahoya J.', 'Skhiri E.', 'Dahoud M.', 'Uzun C. Y.']","['Dina Ebimbe J.', 'Gotze M.', 'Tuta', 'Larsson H.', 'Nkounkou N.']",3.75,1.78,54.0,46.0,9.0,2.0,2.0,2.0,1.0,7.0,9.0,5.0,0.0,0.0,2.0,1.0,545.0,470.0,local,1,3,local,local,visitante,visitante,25.0,16.0,away,home,0,0.5,0.7777777777777778,home,0,True
Germany,Bundesliga,Freiburg,Augsburg,3,1,2024/2025,3 - 0,0 - 1,"[""34'"", ""37'"", ""45+1'""]","['Grifo V.', 'Lienhart P.', 'Gunter C.']","['(Dinkci E.)', '(Grifo V.)', '(Doan R.)']","[""65'""]",['Tietz P.'],['(Claude-Maurice A.)'],['(Foul)'],['(Foul)'],,,"[""65'"", ""65'"", ""76'"", ""76'"", ""87'""]","['Gregoritsch M.', 'Muslija F.', 'Hofler N.', 'Rosenfelder M.', 'Makengo J.']","['Adamu J.', 'Dinkci E.', 'Grifo V.', 'Doan R.', 'Gunter C.']","[""46'"", ""46'"", ""56'"", ""78'"", ""85'""]","['Claude-Maurice A.', 'Koudossou H.', 'Maier A.', 'Komur M.', 'Mounie S.']","['Jakic K.', 'Wolf M.', 'Essende S.', 'Rexhbecaj E.', 'Onyeka F.']",0.73,0.56,57.0,43.0,6.0,3.0,0.0,2.0,2.0,3.0,11.0,7.0,0.0,0.0,1.0,1.0,575.0,429.0,local,2,4,local,igual,visitante,visitante,1.0,65.0,home,home,1,0.6666666666666666,0.5,home,0,False
Germany,Bundesliga,Hoffenheim,Bochum,3,1,2024/2025,1 - 0,2 - 1,"[""11'"", ""64'"", ""90+3'""]","['Kramaric A.', 'Bulter M.', 'Tabakovic H.']","['-', '(Bischof T.)', '(Bruun Larsen J.)']","[""76'""]",['Gamboa C.'],['(Daschner L.)'],['(Roughing)'],['(Roughing)'],,,"[""72'"", ""72'"", ""80'"", ""80'"", ""90+2'""]","['Bruun Larsen J.', 'Tohumcu U.', 'Drexler T.', 'Tabakovic H.', 'Samassekou D.']","['Prass A.', 'Grillitsch F.', 'Arthur Chaves', 'Hlozek A.', 'Kramaric A.']","[""46'"", ""46'"", ""46'"", ""66'"", ""77'""]","['Sissoko I.', 'Kwarteng M.', 'Daschner L.', 'Gamboa C.', 'Holtmann G.']","['de Wit D.', 'Pannewig M.', 'Miyoshi K.', 'Passlack F.', 'Broschinski M.']",2.4,2.32,50.0,50.0,7.0,4.0,3.0,0.0,3.0,4.0,10.0,12.0,0.0,0.0,1.0,1.0,415.0,419.0,local,2,4,empate,igual,visitante,visitante,3.0,76.0,home,home,1,0.75,0.5714285714285714,away,1,False
Germany,Bundesliga,Mainz,RB Leipzig,0,2,2024/2025,0 - 2,0 - 0,,,,"[""20'"", ""37'""]","['Simons X.', 'Orban W.']","['(Haidara A.)', '-']",['(Roughing)'],"['(Tripping)', '(Unsportsmanlike conduct)', '(Holding)']",,,"[""59'"", ""74'"", ""87'"", ""87'""]","['Nebel P.', 'Weiper N.', 'Widmer S.', 'Vidovic G.']","['Sieb A.', 'Lee Jae-Sung', 'Leitsch M.', 'Caci A.']","[""56'"", ""74'"", ""74'"", ""74'"", ""84'""]","['Kampl K.', 'Elmas E.', 'Henrichs B.', 'Baumgartner C.', 'Poulsen Y.']","['Haidara A.', 'Vermeeren A.', 'Sesko B.', 'Nusa A.', 'Openda L.']",0.47,1.98,53.0,47.0,2.0,5.0,2.0,0.0,3.0,2.0,12.0,15.0,0.0,0.0,1.0,3.0,509.0,459.0,visitante,2,2,local,visitante,local,local,,20.0,away,away,1,0.6,1.0,away,0,True
Germany,Bundesliga,Dortmund,St. Pauli,2,1,2024/2025,1 - 0,1 - 1,"[""43'"", ""83'""]","['Bensebaini R.', 'Guirassy S.']","['(Gross P.)', '(Gittens J.)']","[""78'""]",['Smith E.'],['(Banks S.)'],"['(Tripping)', '(Roughing)']",['(Tripping)'],,,"[""46'"", ""69'"", ""76'"", ""90+5'""]","['Gittens J.', 'Nmecha F.', 'Beier M.', 'Watjen K.']","['Gross P.', 'Can E.', 'Malen D.', 'Brandt J.']","[""69'"", ""82'"", ""88'"", ""88'""]","['Banks S.', 'Dzwigala A.', 'Albers A.', 'Sinani D.']","['Guilavogui M.', 'Saliakas M.', 'Eggestein J.', 'Afolayan O.']",3.46,0.58,75.0,25.0,7.0,3.0,1.0,1.0,2.0,5.0,8.0,7.0,0.0,0.0,2.0,1.0,767.0,250.0,local,1,3,local,local,visitante,visitante,43.0,78.0,home,home,1,0.6666666666666666,0.7142857142857143,home,0,True
Germany,Bundesliga,Stuttgart,Hoffenheim,1,1,2024/2025,0 - 1,1 - 0,"[""90+9'""]",['Demirovic E.'],['-'],"[""44'""]",['Gendrey V.'],['(Kramaric A.)'],['(Tripping)'],"['(Delay of game)', '(Tripping)', '(Unsportsmanlike conduct)', '(Delay of game)']",,,"[""46'"", ""46'"", ""62'"", ""73'"", ""73'""]","['Fuhrich C.', 'Vagnoman J.', 'Demirovic E.', 'Rieder F.', 'Woltemade N.']","['Karazor A.', 'Rouault A.', 'Toure E. B.', 'Millot E.', 'Leweling J.']","[""15'"", ""62'"", ""62'"", ""73'"", ""73'""]","['Arthur Chaves', 'Tohumcu U.', 'Moerstedt M.', 'Tabakovic H.', 'Jurasek D.']","['Drexler T.', 'Bischof T.', 'Hlozek A.', 'Kramaric A.', 'Bulter M.']",3.12,0.86,62.0,38.0,7.0,5.0,0.0,0.0,4.0,6.0,10.0,7.0,0.0,0.0,1.0,4.0,712.0,319.0,empate,0,2,local,visitante,visitante,visitante,9.0,44.0,home,draw,0,0.8,0.8571428571428571,home,1,False
Germany,Bundesliga,Eintracht Frankfurt,Bayern Munich,3,3,2024/2025,2 - 2,1 - 1,"[""22'"", ""35'"", ""90+4'""]","['Marmoush O.', 'Ekitike H.', 'Marmoush O.']","['(Knauff A.)', '(Marmoush O.)', '(Dina Ebimbe J.)']","[""15'"", ""38'"", ""53'""]","['Kim Min-Jae', 'Upamecano D.', 'Olise M.']","['(Muller T.)', '(Olise M.)', '(Kane H.)']",['(Unsportsmanlike conduct)'],['(Holding)'],,,"[""46'"", ""66'"", ""75'"", ""75'"", ""80'""]","['Dahoud M.', 'Dina Ebimbe J.', 'Gotze M.', 'Bahoya J.', 'Uzun C. Y.']","['Skhiri E.', 'Ekitike H.', 'Larsson H.', 'Knauff A.', 'Chaibi F.']","[""66'"", ""72'"", ""90'"", ""90'"", ""90'""]","['Coman K.', 'Tel M.', 'Laimer K.', 'Dier E.', 'Palhinha J.']","['Gnabry S.', 'Kane H.', 'Olise M.', 'Upamecano D.', 'Pavlovic A.']",0.89,2.25,33.0,67.0,4.0,13.0,3.0,5.0,10.0,1.0,10.0,6.0,0.0,0.0,1.0,1.0,305.0,863.0,empate,0,6,visitante,igual,local,local,4.0,15.0,home,draw,0,0.7692307692307693,0.25,home,1,False
Germany,Bundesliga,Heidenheim,RB Leipzig,0,1,2024/2025,0 - 0,0 - 1,,,,"[""59'""]",['Openda L.'],['(Nusa A.)'],"['(Tripping)', '(Roughing)']","['(Tripping)', '(Roughing)']",,,"[""67'"", ""67'"", ""67'"", ""83'"", ""83'""]","['Conteh S.', 'Beck A.', 'Scienza L.', 'Schimmer S.', 'Breunig M.']","['Maloney L.', 'Traore O. H.', 'Kaufmann M.', 'Wanner P.', 'Pieringer M.']","[""69'"", ""69'"", ""76'"", ""76'"", ""83'""]","['Geertruida L.', 'Seiwald N.', 'Poulsen Y.', 'Baumgartner C.', 'Henrichs B.']","['Raum D.', 'Vermeeren A.', 'Sesko B.', 'Simons X.', 'Haidara A.']",1.46,1.62,47.0,53.0,4.0,2.0,1.0,2.0,1.0,4.0,12.0,13.0,0.0,0.0,2.0,2.0,408.0,491.0,visitante,1,1,visitante,igual,visitante,visitante,,59.0,away,away,1,0.5,1.0,away,0,False
Germany,Bundesliga,St. Pauli,Mainz,0,3,2024/2025,0 - 2,0 - 1,,,,"[""5'"", ""16'"", ""62'""]","['Burkardt J.', 'Sieb A.', 'Burkardt J.']","['(Mwene P.)', '(Amiri N.)', '(Amiri N.)']",,"['(Tripping)', '(Foul)', '(Tripping, misses next match)']",,,"[""63'"", ""63'"", ""83'"", ""83'"", ""90'""]","['Guilavogui M.', 'Sinani D.', 'Banks S.', 'Ritzka L.', 'Albers A.']","['Wagner R.', 'Afolayan O.', 'Eggestein J.', 'Treu P.', 'Saad E.']","[""65'"", ""83'"", ""90+1'""]","['Nebel P.', 'Hong Hyun-Seok', 'Weiper N.']","['Sieb A.', 'Amiri N.', 'Burkardt J.']",1.05,0.74,56.0,44.0,4.0,4.0,1.0,1.0,1.0,4.0,12.0,16.0,0.0,0.0,0.0,3.0,488.0,408.0,visitante,3,3,local,visitante,igual,visitante,,5.0,away,away,1,0.25,1.0,away,0,True
Germany,Bundesliga,Bayer Leverkusen,Holstein Kiel,2,2,2024/2025,2 - 1,0 - 1,"[""4'"", ""8'""]","['Boniface V.', 'Hofmann J.']","['(Palacios E.)', '(Palacios E.)']","[""45+5'"", ""69'""]","['Geschwill M.', 'Arp J.-F.']","['(Holtby L.)', '(Penalty)']","['(Tripping)', '(Roughing)']","['(Tripping)', '(Unsportsmanlike conduct)']",,,"[""60'"", ""70'"", ""70'"", ""70'"", ""77'""]","['Terrier M.', 'Hincapie P.', 'Garcia A.', 'Schick P.', 'Adli A.']","['Hofmann J.', 'Andrich R.', 'Palacios E.', 'Boniface V.', 'Frimpong J.']","[""46'"", ""46'"", ""71'"", ""86'"", ""86'""]","['Pichler B.', 'Arp J.-F.', 'Schulz M.', 'Komenda M.', 'Remberg N.']","['Skrzybski S.', 'Machino S.', 'Gigovic A.', 'Porath F.', 'Holtby L.']",2.13,1.71,67.0,33.0,7.0,4.0,3.0,1.0,2.0,5.0,5.0,9.0,0.0,0.0,2.0,2.0,814.0,277.0,empate,0,4,local,igual,visitante,visitante,4.0,5.0,home,draw,0,0.5,0.7142857142857143,away,1,False
Germany,Bundesliga,Bochum,Wolfsburg,1,3,2024/2025,0 - 2,1 - 1,"[""72'""]",['Boadu M.'],['(Broschinski M.)'],"[""21'"", ""37'"", ""88'""]","['Tomas T.', 'Wind J.', 'Wind J.']","['(Amoura M.)', '(Amoura M.)', '-']","['(Unsportsmanlike conduct)', '(Not on pitch)']","['(Unsportsmanlike conduct)', '(Tripping)']",,,"[""60'"", ""60'"", ""88'"", ""88'""]","['Broschinski M.', 'Daschner L.', 'Balde A.', 'Miyoshi K.']","['Losilla A.', 'de Wit D.', 'Ordets I.', 'Boadu M.']","[""73'"", ""73'"", ""79'"", ""79'"", ""90+4'""]","['Wimmer P.', 'Fischer K.', 'Ozcan S.', 'Gerhardt Y.', 'Maehle J.']","['Tomas T.', 'Baku R.', 'Vranckx A.', 'Kaminski J.', 'Amoura M.']",2.01,3.41,56.0,44.0,5.0,5.0,5.0,1.0,2.0,4.0,11.0,12.0,0.0,0.0,1.0,2.0,391.0,286.0,visitante,2,4,local,visitante,igual,visitante,72.0,21.0,away,away,1,0.4,0.8,away,0,True
Germany,Bundesliga,Union Berlin,Dortmund,2,1,2024/2025,2 - 0,0 - 1,"[""26'"", ""45'""]","['Vogt K.', 'Vertessen Y.']","['(Penalty)', '(Leite D.)']","[""62'""]",['Ryerson J.'],['(Brandt J.)'],"['(Foul)', '(Foul)', '(Foul)', '(Foul)']","['(Foul)', '(Roughing)', '(Holding)', '(Foul)']",,,"[""60'"", ""67'"", ""67'"", ""67'"", ""77'""]","['Querfeld L.', 'Skarke T.', 'Siebatcheu J.', 'Schafer A.', 'Haberer J.']","['Vogt K.', 'Kemlein A.', 'Vertessen Y.', 'Jeong Woo-Yeong', 'Hollerbach B.']","[""63'"", ""63'"", ""76'"", ""86'""]","['Malen D.', 'Nmecha F.', 'Sabitzer M.', 'Bensebaini R.']","['Gittens J.', 'Gross P.', 'Can E.', 'Ryerson J.']",1.57,0.95,36.0,64.0,5.0,5.0,4.0,0.0,4.0,3.0,15.0,17.0,0.0,0.0,4.0,4.0,271.0,602.0,local,1,3,visitante,igual,igual,local,26.0,62.0,home,home,1,0.8,0.6,away,1,False
Germany,Bundesliga,Werder Bremen,Freiburg,0,1,2024/2025,0 - 0,0 - 1,,,,"[""75'""]",['Doan R.'],['(Grifo V.)'],['(Foul)'],"['(Roughing)', '(Foul)']",,,"[""57'"", ""79'"", ""79'"", ""86'"", ""86'""]","['Bittencourt L.', 'Deman O.', 'Grull M.', 'Topp K.', 'Burke O.']","['Alvero S.', 'Kohn D.', 'Agu F.', 'Stage J.', 'Jung A.']","[""66'"", ""66'"", ""77'"", ""83'"", ""83'""]","['Rosenfelder M.', 'Muslija F.', 'Hofler N.', 'Makengo J.', 'Holer L.']","['Kubler L.', 'Dinkci E.', 'Grifo V.', 'Gunter C.', 'Osterhage P.']",0.84,1.12,56.0,44.0,3.0,3.0,0.0,1.0,2.0,3.0,7.0,9.0,0.0,0.0,1.0,2.0,612.0,419.0,visitante,1,1,local,visitante,igual,visitante,,75.0,away,away,1,0.6666666666666666,1.0,away,0,True
Germany,Bundesliga,Augsburg,B. Monchengladbach,2,1,2024/2025,1 - 0,1 - 1,"[""38'"", ""65'""]","['Schlotterbeck K.', 'Claude-Maurice A.']","['-', '-']","[""72'""]",['Kleindienst T.'],['(Stoger K.)'],"['(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","['(Foul)', '(Roughing)', '(Tripping)', '(Unsportsmanlike conduct)']",,,"[""57'"", ""57'"", ""68'"", ""85'""]","['Koudossou H.', 'Claude-Maurice A.', 'Matsima C.', 'Jensen F.']","['Wolf M.', 'Mounie S.', 'Schlotterbeck K.', 'Rexhbecaj E.']","[""46'"", ""64'"", ""64'"", ""76'"", ""81'""]","['Friedrich M.', 'Reitz R.', 'Hack R.', 'Lainer S.', 'Ranos G.']","['Elvedi N.', 'Sander P.', 'Cvancara T.', 'Scally J.', 'Plea A.']",1.3,0.65,39.0,61.0,5.0,5.0,3.0,2.0,4.0,3.0,13.0,15.0,0.0,0.0,2.0,4.0,398.0,735.0,local,1,3,visitante,visitante,igual,local,38.0,72.0,home,home,1,0.8,0.6,away,1,False
Germany,Bundesliga,Hoffenheim,Werder Bremen,3,4,2024/2025,3 - 3,0 - 1,"[""5'"", ""8'"", ""12'""]","['Bulter M.', 'Bulter M.', 'Hlozek A.']","['(Berisha M.)', '(Tohumcu U.)', '-']","[""21'"", ""26'"", ""39'"", ""49'""]","['Malatini J.', 'Stage J.', 'Stage J.', 'Stage J.']","['(Stark N.)', '(Ducksch M.)', '(Agu F.)', '(Weiser M.)']","['(Roughing)', '(Not on pitch)', '(Unsportsmanlike conduct)', '(Holding)']","['(Holding)', '(Roughing)', '(Delay of game)']",['(Tripping)'],,"[""27'"", ""46'"", ""46'"", ""69'"", ""76'""]","['Drexler T.', 'Gendrey V.', 'Stach A.', 'Moerstedt M.', 'Bruun Larsen J.']","['Berisha M.', 'Prass A.', 'Grillitsch F.', 'Bulter M.', 'Kaderabek P.']","[""58'"", ""76'"", ""76'"", ""76'"", ""88'""]","['Pieper A.', 'Deman O.', 'Topp K.', 'Alvero S.', 'Grull M.']","['Stark N.', 'Kohn D.', 'Schmid R.', 'Lynen S.', 'Ducksch M.']",1.75,2.42,43.0,57.0,5.0,10.0,1.0,1.0,6.0,2.0,12.0,19.0,1.0,0.0,3.0,3.0,325.0,601.0,visitante,1,7,visitante,igual,local,local,5.0,21.0,home,away,0,0.6,0.4,away,0,False
Germany,Bundesliga,Holstein Kiel,Eintracht Frankfurt,2,4,2024/2025,1 - 1,1 - 3,"[""30'"", ""50'""]","['Machino S.', 'Machino S.']","['(Penalty)', '-']","[""25'"", ""47'"", ""65'"", ""74'""]","['Marmoush O.', 'Matanovic I.', 'Marmoush O.', 'Tuta']","['(Tuta)', '(Marmoush O.)', '-', '(Marmoush O.)']",['(Foul)'],"['(Tripping)', '(Roughing)', '(Foul)']",,,"[""60'"", ""67'"", ""78'"", ""78'""]","['Remberg N.', 'Skrzybski S.', 'Arp J.-F.', 'Puchacz T.']","['Gigovic A.', 'Porath F.', 'Machino S.', 'Johansson C.']","[""46'"", ""68'"", ""68'"", ""83'"", ""86'""]","['Dahoud M.', 'Uzun C. Y.', 'Gotze M.', 'Knauff A.', 'Skhiri E.']","['Amenda A.', 'Dina Ebimbe J.', 'Matanovic I.', 'Chaibi F.', 'Larsson H.']",1.29,3.25,47.0,53.0,5.0,10.0,1.0,1.0,6.0,3.0,12.0,13.0,0.0,0.0,1.0,3.0,406.0,446.0,visitante,2,6,visitante,visitante,local,local,30.0,25.0,away,away,1,0.6,0.6,away,0,True
Germany,Bundesliga,Bayern Munich,Bayer Leverkusen,1,1,2024/2025,1 - 1,0 - 0,"[""39'""]",['Pavlovic A.'],['-'],"[""31'""]",['Andrich R.'],['(Xhaka G.)'],['(Unsportsmanlike conduct)'],"['(Not on pitch)', '(Roughing)', '(Roughing)', '(Holding)']",,,"[""65'"", ""78'"", ""78'"", ""86'""]","['Coman K.', 'Sane L.', 'Laimer K.', 'Muller T.']","['Gnabry S.', 'Olise M.', 'Guerreiro R.', 'Kane H.']","[""58'"", ""78'"", ""90+1'"", ""90+1'""]","['Adli A.', 'Tella N.', 'Palacios E.', 'Belocian J.']","['Terrier M.', 'Boniface V.', 'Wirtz F.', 'Grimaldo A.']",1.16,0.14,69.0,31.0,3.0,3.0,0.0,0.0,2.0,2.0,11.0,15.0,0.0,0.0,1.0,3.0,711.0,312.0,empate,0,2,local,visitante,igual,igual,39.0,31.0,away,draw,0,0.6666666666666666,0.6666666666666666,away,1,False
Germany,Bundesliga,B. Monchengladbach,Union Berlin,1,0,2024/2025,0 - 0,1 - 0,"[""90+6'""]",['Cvancara T.'],['(Hack R.)'],,,,"['(Diving)', '(Foul)', '(Unsportsmanlike conduct)']",['(Holding)'],,,"[""72'"", ""76'"", ""76'"", ""90+7'""]","['Hack R.', 'Cvancara T.', 'Reitz R.', 'Friedrich M.']","['Stoger K.', 'Ngoumou N.', 'Sander P.', 'Plea A.']","[""46'"", ""62'"", ""72'"", ""79'"", ""79'""]","['Querfeld L.', 'Vertessen Y.', 'Benes L.', 'Skarke T.', 'Trimmel C.']","['Rothe T.', 'Jeong Woo-Yeong', 'Hollerbach B.', 'Siebatcheu J.', 'Haberer J.']",0.98,0.73,61.0,39.0,3.0,3.0,3.0,1.0,3.0,2.0,10.0,12.0,0.0,0.0,3.0,1.0,595.0,325.0,local,1,1,local,local,igual,local,6.0,,home,home,1,1.0,0.6666666666666666,away,1,True
Germany,Bundesliga,Freiburg,St. Pauli,0,3,2024/2025,0 - 2,0 - 1,,,,"[""12'"", ""45'"", ""72'""]","['Saad E.', 'Afolayan O.', 'Saad E.']","['(Eggestein J.)', '(Saad E.)', '(Afolayan O.)']","['(Tripping)', '(Elbowing)', '(Foul)']","['(Roughing)', '(Tripping)', '(Unsportsmanlike conduct)']",,,"[""46'"", ""64'"", ""64'"", ""74'"", ""80'""]","['Weisshaupt N.', 'Holer L.', 'Muslija F.', 'Gregoritsch M.', 'Hofler N.']","['Dinkci E.', 'Osterhage P.', 'Kubler L.', 'Adamu J.', 'Eggestein M.']","[""46'"", ""77'"", ""77'"", ""83'"", ""90'""]","['Metcalfe C.', 'Banks S.', 'Dzwigala A.', 'Albers A.', 'Sinani D.']","['Boukhalfa C.', 'Eggestein J.', 'Saliakas M.', 'Saad E.', 'Afolayan O.']",1.12,1.5,67.0,33.0,2.0,4.0,7.0,1.0,1.0,2.0,7.0,18.0,0.0,0.0,3.0,3.0,637.0,249.0,visitante,3,3,local,igual,local,visitante,,12.0,away,away,1,0.25,1.0,away,0,False
Germany,Bundesliga,Mainz,Heidenheim,0,2,2024/2025,0 - 1,0 - 1,,,,"[""15'"", ""86'""]","['Pieringer M.', 'Schoppner J.']","['(Fohrenbach J.)', '(Beck A.)']","['(Tripping)', '(Foul)', '(Not on pitch)', '(Foul)']","['(Foul)', '(Unsportsmanlike conduct)', '(Roughing)', '(Unsportsmanlike conduct)']",['(Foul)'],['(Foul)'],"[""32'"", ""61'"", ""75'"", ""75'"", ""75'""]","['Bell S.', 'Sieb A.', 'Barkok A.', 'Nebel P.', 'Weiper N.']","['Hong Hyun-Seok', 'Caci A.', 'Widmer S.', 'Kohr D.', 'Lee Jae-Sung']","[""56'"", ""70'"", ""70'"", ""89'""]","['Breunig M.', 'Beck A.', 'Kerber L.', 'Maloney L.']","['Kaufmann M.', 'Wanner P.', 'Traore O. H.', 'Pieringer M.']",0.5,1.5,52.0,48.0,2.0,7.0,0.0,2.0,5.0,2.0,10.0,10.0,1.0,1.0,4.0,4.0,433.0,406.0,visitante,2,2,local,igual,local,local,,15.0,away,away,1,0.7142857142857143,1.0,empate,0,False
Germany,Bundesliga,RB Leipzig,Augsburg,4,0,2024/2025,2 - 0,2 - 0,"[""11'"", ""15'"", ""46'"", ""57'""]","['Sesko B.', 'Sesko B.', 'Openda L.', 'Simons X.']","['(Openda L.)', '(Raum D.)', '(Simons X.)', '(Sesko B.)']",,,,['(Tripping)'],"['(Tripping)', '(Tripping)']",,,"[""65'"", ""75'"", ""75'"", ""84'"", ""84'""]","['Baumgartner C.', 'Vermeeren A.', 'Henrichs B.', 'Bitshiabu E.', 'Poulsen Y.']","['Nusa A.', 'Haidara A.', 'Raum D.', 'Lukeba C.', 'Sesko B.']","[""58'"", ""58'"", ""68'"", ""68'"", ""78'""]","['Mounie S.', 'Matsima C.', 'Jensen F.', 'Koudossou H.', 'Kabadayi Y.']","['Vargas R.', 'Schlotterbeck K.', 'Rexhbecaj E.', 'Wolf M.', 'Tietz P.']",2.79,1.12,57.0,43.0,7.0,1.0,1.0,1.0,1.0,3.0,9.0,13.0,0.0,0.0,1.0,2.0,551.0,377.0,local,4,4,local,visitante,visitante,visitante,11.0,,home,home,1,1.0,0.4285714285714285,away,1,False
Germany,Bundesliga,Wolfsburg,Stuttgart,2,2,2024/2025,1 - 1,1 - 1,"[""20'"", ""68'""]","['Wind J.', 'Amoura M.']","['(Amoura M.)', '(Wind J.)']","[""32'"", ""90+7'""]","['Millot E.', 'Undav D.']","['-', '(Mittelstadt M.)']","['(Roughing)', '(Tripping)', '(Tripping)', '(Roughing)', '(Unsportsmanlike conduct)']",['(Tripping)'],,['(Roughing)'],"[""65'"", ""80'"", ""86'"", ""86'""]","['Baku R.', 'Vranckx A.', 'Behrens K.', 'Ozcan S.']","['Tomas T.', 'Svanberg M.', 'Amoura M.', 'Arnold M.']","[""57'"", ""71'"", ""71'"", ""86'"", ""86'""]","['Undav D.', 'Toure E. B.', 'Fuhrich C.', 'Woltemade N.', 'Stenzel P.']","['Millot E.', 'Demirovic E.', 'Rieder F.', 'Leweling J.', 'Vagnoman J.']",1.15,3.0,34.0,66.0,2.0,5.0,2.0,3.0,3.0,0.0,20.0,10.0,0.0,1.0,5.0,2.0,247.0,583.0,empate,0,4,visitante,local,local,local,20.0,7.0,away,draw,0,0.6,0.0,home,1,False
